Project,Test,TestID,FailureFreq,FailureException,TestNameInStacktrace,TestClassNameInStacktrace,TotalStacktraceLines,TotalMutants,set(TotalMutants),TotalMatchException,TotalMatchStacktrace,TotalMatch,MostExceptionInMutants,MostExceptionInMutantsFreq
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideDropFirst,1,1,BeanCreationException,1,1,31,196,20,104,0,0,BeanCreationException,104
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideDefaultSchema,1,1,BeanCreationException,1,1,30,194,20,101,0,0,BeanCreationException,101
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideChangeLog,1,1,BeanCreationException,1,1,30,193,20,103,0,0,BeanCreationException,103
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests.defaultAtomikosTransactionManagerName,1,1,UnknownHostException,1,1,5,165,19,0,0,0,BeanCreationException,76
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSubColumnQuery,1,43,HCassandraInternalException,1,1,1,132,64,0,1,0,NullPointerException,55
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testBatchUpdateInsertAndDelOnSame,1,43,HCassandraInternalException,1,1,1,89,43,0,0,0,NullPointerException,23
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSubSliceQuery,1,43,HCassandraInternalException,1,1,1,126,61,0,0,0,NullPointerException,51
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testInsertSuper,1,43,HCassandraInternalException,1,1,1,76,37,0,0,0,HectorException,19
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testInsertGetRemove,1,43,HCassandraInternalException,1,1,1,136,73,0,1,0,NullPointerException,45
hector-client-hector,me.prettyprint.cassandra.service.CassandraAuthTest.testInsertAndGetAndRemove,1,43,HCassandraInternalException,1,1,1,96,47,0,0,0,HectorException,21
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testGetSlice,1,43,HCassandraInternalException,1,1,1,75,36,0,0,0,HectorException,19
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testCountQuery,1,43,HCassandraInternalException,1,1,1,112,55,0,0,0,NullPointerException,46
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testMultigetSlice,1,43,HCassandraInternalException,1,1,1,79,40,0,0,0,NullPointerException,28
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSuperCountQuery,1,43,HCassandraInternalException,1,1,1,116,54,0,0,0,NullPointerException,46
hector-client-hector,me.prettyprint.cassandra.utils.TimeUUIDUtilsTest.testTimeUUIDWithClockResolution,1,49,AssertionError,1,1,1,15,3,14,0,0,AssertionError,14
hector-client-hector,me.prettyprint.cassandra.model.MultigetCountQueryTest.testMultigetCount,1,43,HCassandraInternalException,1,1,1,102,51,0,0,0,NullPointerException,45
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testBatchMutate,1,43,HCassandraInternalException,1,1,1,88,46,0,0,0,HectorException,22
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSuperInsertGetRemove,1,43,HCassandraInternalException,1,1,1,144,72,0,1,0,NullPointerException,45
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSliceQuery,1,43,HCassandraInternalException,1,1,1,122,62,0,0,0,NullPointerException,51
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSuperSliceQuery,1,43,HCassandraInternalException,1,1,1,129,64,0,0,0,NullPointerException,54
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testSubCountQuery,1,43,HCassandraInternalException,1,1,1,118,56,0,3,0,NullPointerException,49
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testMultigetSliceQuery,1,43,HCassandraInternalException,1,1,1,129,69,0,0,0,NullPointerException,58
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test.testInsertGetDelete,1,43,HCassandraInternalException,1,1,1,136,70,0,0,0,NullPointerException,44
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testMultigetCount,1,43,HCassandraInternalException,1,1,1,69,34,0,0,0,NullPointerException,26
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest.testSubDelete,1,43,HCassandraInternalException,1,1,1,126,59,0,21,0,NullPointerException,65
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testBatchMutateBatchMutation,1,43,HCassandraInternalException,1,1,1,94,48,0,0,0,NullPointerException,23
hector-client-hector,me.prettyprint.hom.EntityManagerFactoryTest.testCreateEntityManager,1,5147,AssertionError,1,1,4,88,47,14,12,12,IllegalStateException,31
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest.testInsert,1,43,HCassandraInternalException,1,1,2,125,57,0,9,0,NullPointerException,50
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testInsertAndGetAndRemove,1,43,HCassandraInternalException,1,1,1,94,47,0,0,0,HectorException,21
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest.testGetSuperSlice,1,43,HCassandraInternalException,1,1,1,72,35,0,0,0,HectorException,19
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testMultigetSuperSliceQuery,1,43,HCassandraInternalException,1,1,1,132,65,0,0,0,NullPointerException,63
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test.testMultiInsertGetDelete,1,43,HCassandraInternalException,1,1,1,126,61,0,0,0,NullPointerException,54
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest.testBatchMutationManagement,1,43,HCassandraInternalException,1,1,2,128,61,0,9,0,NullPointerException,51
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testMultigetSubSliceQuery,1,43,HCassandraInternalException,1,1,1,133,67,0,0,0,NullPointerException,62
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest.testRowDeletion,1,43,HCassandraInternalException,1,1,1,134,67,0,2,0,NullPointerException,54
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest.testBatchInsertGetRemove,1,43,HCassandraInternalException,1,1,1,131,68,0,1,0,NullPointerException,42
hector-client-hector,me.prettyprint.cassandra.dao.SimpleCassandraDaoTest.testInsertGetDelete,1,43,HCassandraInternalException,1,1,1,131,50,0,0,0,IllegalStateException,29
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest.statelessWorkerDeactivationTest,1,120,AssertionError,1,1,6,119,44,23,15,15,NullPointerException,47
orbit-orbit,com.ea.orbit.actors.test.TimerTest.timerTest,1,21,AssertionError,1,1,4,105,38,0,0,0,NullPointerException,44
orbit-orbit,com.ea.orbit.actors.test.ReminderTest.persistedTimerTest,1,66,AssertionFailedError,1,1,6,135,48,0,0,0,CompletionException,63
orbit-orbit,com.ea.orbit.actors.test.LifeCycleTest.deactivationTest,1,2546,AssertionError,1,1,6,138,43,23,23,23,NullPointerException,48
orbit-orbit,com.ea.orbit.actors.test.ObserverTest.observerGarbageCollection,1,7,AssertionError,1,1,3,94,41,1,1,1,NullPointerException,48
orbit-orbit,com.ea.orbit.actors.test.StatelessActorTest.statelessTest,1,171,AssertionError,1,1,6,103,43,8,6,6,NullPointerException,46
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest.cleanupTest,1,12,AssertionError,1,1,6,118,45,14,12,12,NullPointerException,48
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase.testRejectExpressionsEAP_6_4_0,1,1,RuntimeException,1,1,5,70,30,2,0,0,Exception,24
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testRejectTransformersEAP640,1,7,RuntimeException,1,1,5,110,40,0,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testRejectionsEAP640,1,1,RuntimeException,1,1,5,478,162,2,0,0,AssertionError,140
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testRejectionsEAP710,1,1,RuntimeException,1,1,5,437,156,2,0,0,XMLStreamValidationException,113
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase.testRejectTransformersEAP_7_0_0,1,1,RuntimeException,1,1,5,20,10,0,0,0,AssertionError,12
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testRejectTransformersEAP710,1,7,RuntimeException,1,1,5,108,39,0,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testTransformersFullEAP640,1,7,RuntimeException,1,1,5,145,51,1,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase.testRejectionsEAP6,1,1,RuntimeException,1,1,5,90,29,0,0,0,AssertionError,39
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase.testTransformersEAP_6_4_0,1,1,RuntimeException,1,1,6,447,139,11,0,0,XMLStreamValidationException,161
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testRejectTransformersEAP700,1,5,RuntimeException,1,1,5,110,40,0,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testTransformersFullEAP710,1,7,RuntimeException,1,1,5,165,46,0,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testTransformerEAP640,1,1,RuntimeException,1,1,7,525,178,59,0,0,ExceptionInInitializerError Caused by,118
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testRejectionsEAP700,1,1,RuntimeException,1,1,5,438,156,2,0,0,XMLStreamValidationException,113
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testTransformerEAP710,1,1,RuntimeException,1,1,7,474,167,24,0,0,ExceptionInInitializerError Caused by,118
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase.testTransformersEAP_7_0_0,1,1,RuntimeException,1,1,5,17,10,0,0,0,AssertionError,7
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase.testRejectionsEAP7,1,1,RuntimeException,1,1,5,90,29,0,0,0,AssertionError,39
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase.testTransformersFullEAP700,1,5,RuntimeException,1,1,5,166,48,0,0,0,XMLStreamValidationException,48
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase.testTransformerEAP700,1,1,RuntimeException,1,1,7,474,167,26,0,0,ExceptionInInitializerError Caused by,118
doanduyhai-Achilles,info.archinnov.achilles.internal.statement.wrapper.RegularStatementWrapperTest.should_trace_query,1,60,UnknownHostException,1,1,2,1,1,0,0,0,IllegalStateException,1
doanduyhai-Achilles,info.archinnov.achilles.internal.statement.wrapper.RegularStatementWrapperTest.should_trace_query,50,60,UnfinishedStubbingException,0,0,19,1,1,0,0,0,IllegalStateException,1
doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.SecondaryIndexIT.should_return_entities_for_indexed_query,1,1,InvalidQueryException,1,1,8,153,85,11,6,6,NullPointerException,51
Alluxio-alluxio,tachyon.client.BlockInStreamTest.readTest1,1,73,UnknownHostException,0,1,6,590,109,0,0,0,IOException,329
Alluxio-alluxio,tachyon.client.BlockInStreamTest.readTest1,57,73,NullPointerException,0,1,2,590,109,173,3,3,IOException,329
Alluxio-alluxio,tachyon.command.TFsShellTest.rmTest,1,73,UnknownHostException,0,1,6,176,34,0,0,0,AssertionError,56
Alluxio-alluxio,tachyon.command.TFsShellTest.rmTest,57,73,NullPointerException,0,1,2,176,34,25,2,2,AssertionError,56
Alluxio-alluxio,tachyon.client.TachyonFSTest.createFileTest,1,73,UnknownHostException,0,1,6,116,20,0,0,0,IOException,41
Alluxio-alluxio,tachyon.client.TachyonFSTest.createFileTest,57,73,NullPointerException,0,1,2,116,20,28,6,6,IOException,41
Alluxio-alluxio,tachyon.client.TachyonFSTest.createRawTableWithFileAlreadyExistExceptionTest,1,73,UnknownHostException,0,1,6,85,16,0,0,0,AssertionError,40
Alluxio-alluxio,tachyon.client.TachyonFSTest.createRawTableWithFileAlreadyExistExceptionTest,56,73,NullPointerException,0,1,2,85,16,28,6,6,AssertionError,40
Alluxio-alluxio,tachyon.client.TachyonFSTest.createFileTest2,1,73,UnknownHostException,0,1,6,132,22,0,0,0,IOException,45
Alluxio-alluxio,tachyon.client.TachyonFSTest.createFileTest2,57,73,NullPointerException,0,1,2,132,22,28,6,6,IOException,45
Alluxio-alluxio,tachyon.MasterInfoTest.createDirectoryTest,1,73,UnknownHostException,0,1,6,69,34,0,0,0,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.createDirectoryTest,58,73,NullPointerException,0,1,2,69,34,36,4,4,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.createDirectoryTest,54,3,NullPointerException,0,1,2,69,34,36,14,14,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.createDirectoryTest,53,3,NullPointerException,0,1,6,69,34,36,0,0,NullPointerException,36
Alluxio-alluxio,tachyon.DataServerTest.readTest,16,1,IOException,1,1,5,464,64,263,64,64,IOException,263
Alluxio-alluxio,tachyon.DataServerTest.readTest,59,73,NullPointerException,0,1,2,464,64,115,2,2,IOException,263
Alluxio-alluxio,tachyon.DataServerTest.readTest,55,3,NullPointerException,0,1,2,464,64,115,11,11,IOException,263
Alluxio-alluxio,tachyon.DataServerTest.readTest,1,73,UnknownHostException,0,1,6,464,64,0,0,0,IOException,263
Alluxio-alluxio,tachyon.DataServerTest.readTest,54,3,NullPointerException,0,1,6,464,64,115,0,0,IOException,263
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest6,57,73,NullPointerException,0,1,2,526,75,122,6,6,IOException,338
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest6,1,73,UnknownHostException,0,1,6,526,75,0,0,0,IOException,338
Alluxio-alluxio,tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest2,1,73,UnknownHostException,0,1,6,88,40,0,0,0,NullPointerException,34
Alluxio-alluxio,tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest2,58,73,NullPointerException,0,1,2,88,40,34,4,4,NullPointerException,34
Alluxio-alluxio,tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest2,53,3,NullPointerException,0,1,2,88,40,34,14,14,NullPointerException,34
Alluxio-alluxio,tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest2,54,3,NullPointerException,0,1,6,88,40,34,0,0,NullPointerException,34
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest1,1,73,UnknownHostException,0,1,6,628,106,0,0,0,IOException,393
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest1,58,139,IOException,1,1,5,628,106,393,64,64,IOException,393
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest1,57,73,NullPointerException,0,1,2,628,106,137,4,4,IOException,393
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest,1,73,UnknownHostException,0,1,6,572,85,0,0,0,IOException,335
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest,40,1,IOException,1,1,5,572,85,335,64,64,IOException,335
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest,57,73,NullPointerException,0,1,2,572,85,107,0,0,IOException,335
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest2,1,73,UnknownHostException,0,1,6,577,73,0,0,0,IOException,293
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest2,58,73,NullPointerException,0,1,2,577,73,112,6,6,IOException,293
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest2,15,1,IllegalArgumentException,1,1,6,577,73,67,63,63,IOException,293
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest2,1,73,UnknownHostException,0,1,6,505,62,0,0,0,IOException,278
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest2,58,73,NullPointerException,0,1,2,505,62,123,0,0,IOException,278
Alluxio-alluxio,tachyon.client.TachyonFileTest.isInMemoryTest2,48,11,AssertionFailedError,1,1,5,505,62,70,51,51,IOException,278
Alluxio-alluxio,tachyon.command.TFsShellTest.renameTest,1,73,UnknownHostException,0,1,6,178,36,0,0,0,AssertionError,63
Alluxio-alluxio,tachyon.command.TFsShellTest.renameTest,56,73,NullPointerException,0,1,2,178,36,28,2,2,AssertionError,63
Alluxio-alluxio,tachyon.client.FileInStreamTest.skipTest,1,73,UnknownHostException,0,1,6,656,101,0,0,0,IOException,402
Alluxio-alluxio,tachyon.client.FileInStreamTest.skipTest,57,73,NullPointerException,0,1,2,656,101,135,4,4,IOException,402
Alluxio-alluxio,tachyon.WorkerServiceHandlerTest.overReturnSpaceTest,1,73,UnknownHostException,0,1,6,49,24,0,0,0,NullPointerException,31
Alluxio-alluxio,tachyon.WorkerServiceHandlerTest.overReturnSpaceTest,57,73,NullPointerException,0,1,2,49,24,31,1,1,NullPointerException,31
Alluxio-alluxio,tachyon.client.BlockInStreamTest.readTest2,1,73,UnknownHostException,0,1,6,614,116,0,0,0,IOException,324
Alluxio-alluxio,tachyon.client.BlockInStreamTest.readTest2,56,73,NullPointerException,0,1,2,614,116,177,3,3,IOException,324
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest2,1,73,UnknownHostException,0,1,6,664,113,0,0,0,IOException,402
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest2,55,30,IOException,1,1,5,664,113,402,64,64,IOException,402
Alluxio-alluxio,tachyon.client.FileInStreamTest.readTest2,57,73,NullPointerException,0,1,2,664,113,137,4,4,IOException,402
Alluxio-alluxio,tachyon.command.TFsShellTest.copyToLocalTest,1,73,UnknownHostException,0,1,6,505,79,0,0,0,IOException,332
Alluxio-alluxio,tachyon.command.TFsShellTest.copyToLocalTest,56,73,NullPointerException,0,1,2,505,79,106,2,2,IOException,332
Alluxio-alluxio,tachyon.command.TFsShellTest.copyToLocalTest,58,42,IOException,1,1,5,505,79,332,65,65,IOException,332
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest5,56,73,NullPointerException,0,1,2,517,74,123,6,6,IOException,338
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest5,1,73,UnknownHostException,0,1,6,517,74,0,0,0,IOException,338
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest7,57,73,NullPointerException,0,1,2,412,77,113,6,6,IOException,174
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest7,1,73,UnknownHostException,0,1,6,412,77,0,0,0,IOException,174
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest1,58,73,NullPointerException,0,1,2,566,95,116,6,6,IOException,228
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest1,13,1,IllegalArgumentException,1,1,6,566,95,67,63,63,IOException,228
Alluxio-alluxio,tachyon.client.RemoteBlockInStreamTest.readTest1,1,73,UnknownHostException,0,1,6,566,95,0,0,0,IOException,228
Alluxio-alluxio,tachyon.MasterInfoTest.createFileTest,1,73,UnknownHostException,0,1,6,80,40,0,0,0,NullPointerException,38
Alluxio-alluxio,tachyon.MasterInfoTest.createFileTest,59,73,NullPointerException,0,1,2,80,40,38,4,4,NullPointerException,38
Alluxio-alluxio,tachyon.MasterInfoTest.createFileTest,53,3,NullPointerException,0,1,2,80,40,38,14,14,NullPointerException,38
Alluxio-alluxio,tachyon.MasterInfoTest.createFileTest,54,3,NullPointerException,0,1,6,80,40,38,0,0,NullPointerException,38
Alluxio-alluxio,tachyon.command.TFsShellTest.renameParentDirectoryTest,1,73,UnknownHostException,0,1,6,181,35,0,0,0,IOException,64
Alluxio-alluxio,tachyon.command.TFsShellTest.renameParentDirectoryTest,56,73,NullPointerException,0,1,2,181,35,27,2,2,IOException,64
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest2,57,73,NullPointerException,0,1,2,655,110,220,2,2,IOException,310
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest2,52,28,IOException,1,1,6,655,110,310,12,12,IOException,310
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest2,1,73,UnknownHostException,0,1,6,655,110,0,0,0,IOException,310
Alluxio-alluxio,tachyon.MasterInfoTest.createRawTableTest,1,73,UnknownHostException,0,1,6,78,39,0,0,0,NullPointerException,37
Alluxio-alluxio,tachyon.MasterInfoTest.createRawTableTest,59,73,NullPointerException,0,1,2,78,39,37,4,4,NullPointerException,37
Alluxio-alluxio,tachyon.MasterInfoTest.createRawTableTest,53,3,NullPointerException,0,1,2,78,39,37,14,14,NullPointerException,37
Alluxio-alluxio,tachyon.MasterInfoTest.createRawTableTest,54,3,NullPointerException,0,1,6,78,39,37,0,0,NullPointerException,37
Alluxio-alluxio,tachyon.MasterInfoTest.tooManyColumnsTest,1,73,UnknownHostException,0,1,6,32,13,0,0,0,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.tooManyColumnsTest,58,73,NullPointerException,0,1,2,32,13,25,4,4,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.tooManyColumnsTest,53,3,NullPointerException,0,1,2,32,13,25,14,14,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.tooManyColumnsTest,54,3,NullPointerException,0,1,6,32,13,25,0,0,NullPointerException,25
Alluxio-alluxio,tachyon.WorkerServiceHandlerTest.overCapacityRequestSpaceTest,1,73,UnknownHostException,0,1,6,44,23,0,0,0,NullPointerException,30
Alluxio-alluxio,tachyon.WorkerServiceHandlerTest.overCapacityRequestSpaceTest,56,73,NullPointerException,0,1,2,44,23,30,0,0,NullPointerException,30
Alluxio-alluxio,tachyon.JournalTest.FileTest,53,3,NullPointerException,0,1,6,261,79,27,2,2,AssertionFailedError,78
Alluxio-alluxio,tachyon.JournalTest.FileTest,1,73,UnknownHostException,0,1,6,261,79,0,0,0,AssertionFailedError,78
Alluxio-alluxio,tachyon.MasterInfoTest.clientFileInfoDirectoryTest,1,73,UnknownHostException,0,1,6,85,43,0,0,0,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.clientFileInfoDirectoryTest,59,73,NullPointerException,0,1,2,85,43,36,4,4,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.clientFileInfoDirectoryTest,54,3,NullPointerException,0,1,2,85,43,36,14,14,NullPointerException,36
Alluxio-alluxio,tachyon.MasterInfoTest.clientFileInfoDirectoryTest,53,3,NullPointerException,0,1,6,85,43,36,0,0,NullPointerException,36
Alluxio-alluxio,tachyon.client.table.RawTableTest.updateMetadataTest,1,73,UnknownHostException,0,1,6,194,45,0,0,0,IOException,109
Alluxio-alluxio,tachyon.client.table.RawTableTest.updateMetadataTest,57,73,NullPointerException,0,1,2,194,45,52,2,2,IOException,109
Alluxio-alluxio,tachyon.client.TachyonFSTest.renameFileTest2,1,73,UnknownHostException,0,1,6,129,22,0,0,0,IOException,65
Alluxio-alluxio,tachyon.client.TachyonFSTest.renameFileTest2,56,73,NullPointerException,0,1,2,129,22,28,6,6,IOException,65
Alluxio-alluxio,tachyon.MasterInfoTest.createFileInvalidPathTest,1,73,UnknownHostException,0,1,6,32,13,0,0,0,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.createFileInvalidPathTest,58,73,NullPointerException,0,1,2,32,13,25,4,4,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.createFileInvalidPathTest,53,3,NullPointerException,0,1,2,32,13,25,14,14,NullPointerException,25
Alluxio-alluxio,tachyon.MasterInfoTest.createFileInvalidPathTest,54,3,NullPointerException,0,1,6,32,13,25,0,0,NullPointerException,25
Alluxio-alluxio,tachyon.client.LocalBlockInStreamTest.readTest1,57,73,NullPointerException,0,1,2,384,84,107,2,2,IOException,181
Alluxio-alluxio,tachyon.client.LocalBlockInStreamTest.readTest1,1,73,UnknownHostException,0,1,6,384,84,0,0,0,IOException,181
Alluxio-alluxio,tachyon.client.table.RawTableTest.getColumnsTest,1,73,UnknownHostException,0,1,6,175,39,0,0,0,IOException,99
Alluxio-alluxio,tachyon.client.table.RawTableTest.getColumnsTest,56,73,NullPointerException,0,1,2,175,39,48,2,2,IOException,99
Alluxio-alluxio,tachyon.JournalTest.ManyFileTest,53,3,NullPointerException,0,1,6,195,70,25,2,2,IOException,48
Alluxio-alluxio,tachyon.JournalTest.ManyFileTest,1,73,UnknownHostException,0,1,6,195,70,0,0,0,IOException,48
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest1,58,73,NullPointerException,0,1,2,648,109,219,2,2,IOException,315
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest1,55,25,IOException,1,1,5,648,109,315,12,12,IOException,315
Alluxio-alluxio,tachyon.client.FileOutStreamTest.writeTest1,1,73,UnknownHostException,0,1,6,648,109,0,0,0,IOException,315
Alluxio-alluxio,tachyon.MasterInfoTest.addCheckpointTest,1,73,UnknownHostException,0,1,6,113,56,0,0,0,NullPointerException,41
Alluxio-alluxio,tachyon.MasterInfoTest.addCheckpointTest,59,73,NullPointerException,0,1,2,113,56,41,4,4,NullPointerException,41
Alluxio-alluxio,tachyon.MasterInfoTest.addCheckpointTest,54,3,NullPointerException,0,1,2,113,56,41,14,14,NullPointerException,41
Alluxio-alluxio,tachyon.MasterInfoTest.addCheckpointTest,53,3,NullPointerException,0,1,6,113,56,41,0,0,NullPointerException,41
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,1,73,UnknownHostException,0,1,6,133,35,0,0,0,IOException,56
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,36,1,NullPointerException,0,1,7,133,35,31,0,0,IOException,56
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,56,2,NullPointerException,0,1,6,133,35,31,0,0,IOException,56
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,61,73,NullPointerException,0,1,2,133,35,31,1,1,IOException,56
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,55,3,NullPointerException,0,1,2,133,35,31,5,5,IOException,56
Alluxio-alluxio,tachyon.MasterFaultToleranceTest.getClientsTest,53,12,NullPointerException,1,1,4,133,35,31,0,0,IOException,56
Alluxio-alluxio,tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest2,1,73,UnknownHostException,0,1,6,57,14,0,0,0,NullPointerException,26
Alluxio-alluxio,tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest2,56,73,NullPointerException,0,1,2,57,14,26,6,6,NullPointerException,26
Alluxio-alluxio,tachyon.JournalTest.EmptyImageTest,53,3,NullPointerException,0,1,6,75,44,25,2,2,NullPointerException,25
Alluxio-alluxio,tachyon.JournalTest.EmptyImageTest,1,73,UnknownHostException,0,1,6,75,44,0,0,0,NullPointerException,25
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest4,45,17,AssertionError,1,1,5,648,86,126,59,59,IOException,281
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest4,1,73,UnknownHostException,0,1,6,648,86,0,0,0,IOException,281
Alluxio-alluxio,tachyon.client.TachyonFSTest.lockBlockTest4,57,73,NullPointerException,0,1,2,648,86,122,6,6,IOException,281
Alluxio-alluxio,tachyon.client.table.RawTableTest.rawtablePerfTest,1,73,UnknownHostException,0,1,6,457,76,0,0,0,IOException,311
